Vehicles to enrich with complaints: 1071

[1/1071] 2018 Acura MDX  ->  153 complaints, 0 new
[846/1071] 2017 Subaru Outback  ->  914 complaints, 0 new
[847/1071] 2018 Subaru Crosstrek  ->  193 complaints, 0 new
[848/1071] 2018 Subaru Forester  ->  482 complaints, 0 new
[849/1071] 2018 Subaru Outback  ->  795 complaints, 0 new
[850/1071] 2019 Subaru Crosstrek  ->  276 complaints, 0 new
[851/1071] 2019 Subaru Forester  ->  831 complaints, 0 new
[852/1071] 2019 Subaru Impreza  ->  188 complaints, 0 new
[853/1071] 2019 Subaru Outback  ->  1025 complaints, 0 new
[854/1071] 2020 Subaru Ascent  ->  314 complaints, 0 new
[855/1071] 2020 Subaru BRZ  ->  2 complaints, 0 new
[856/1071] 2020 Subaru Crosstrek  ->  68 complaints, 0 new
[857/1071] 2020 Subaru Forester  ->  589 complaints, 0 new
[858/1071] 2020 Subaru Impreza  ->  84 complaints, 0 new
[859/1071] 2020 Subaru Legacy  ->  120 complaints, 0 new
[860/1071] 2020 Subaru Outback  ->  889 complaints, 0 new
[861/1071] 2020 Subaru WRX  ->  17 complaints, 0 new
[862/1071] 2021 Subaru Ascent  ->  96 complaints, 0 new
[863/1071] 2021 Subaru BRZ  ->  0 complaints, 0 new
[864/1071] 2021 Subaru Crosstrek  ->  106 complaints, 0 new
[865/1071] 2021 Subaru Forester  ->  202 complaints, 0 new
[866/1071] 2021 Subaru Impreza  ->  14 complaints, 0 new
[867/1071] 2021 Subaru Legacy  ->  30 complaints, 0 new
[868/1071] 2021 Subaru Outback  ->  288 complaints, 0 new
[869/1071] 2021 Subaru WRX  ->  12 complaints, 0 new
[870/1071] 2022 Subaru Ascent  ->  53 complaints, 0 new
[871/1071] 2022 Subaru BRZ  ->  10 complaints, 0 new
[872/1071] 2022 Subaru Forester  ->  92 complaints, 0 new
[873/1071] 2022 Subaru Outback  ->  445 complaints, 0 new
[874/1071] 2022 Subaru WRX  ->  24 complaints, 0 new
[875/1071] 2023 Subaru Forester  ->  68 complaints, 0 new
[876/1071] 2023 Subaru Outback  ->  84 complaints, 0 new
[877/1071] 2023 Subaru Solterra  ->  25 complaints, 0 new
[878/1071] 2024 Subaru Crosstrek  ->  101 complaints, 0 new
[879/1071] 2024 Subaru Forester  ->  28 complaints, 0 new
[880/1071] 2024 Subaru Impreza  ->  28 complaints, 0 new
[881/1071] 2024 Subaru Outback  ->  2 complaints, 0 new
[882/1071] 2024 Subaru Solterra  ->  13 complaints, 0 new
[883/1071] 2020 Tesla Model 3  ->  427 complaints, 0 new
[884/1071] 2020 Tesla Model S  ->  0 complaints, 0 new
[885/1071] 2020 Tesla Model X  ->  0 complaints, 0 new
[886/1071] 2021 Tesla Model 3  ->  639 complaints, 0 new
[887/1071] 2021 Tesla Model S  ->  174 complaints, 0 new
[888/1071] 2021 Tesla Model X  ->  0 complaints, 0 new
[889/1071] 2021 Tesla Model Y  ->  0 complaints, 0 new
[890/1071] 2022 Tesla Model 3  ->  741 complaints, 0 new
[891/1071] 2022 Tesla Model S  ->  131 complaints, 0 new
[892/1071] 2022 Tesla Model X  ->  119 complaints, 0 new
[893/1071] 2022 Tesla Model Y  ->  0 complaints, 0 new
[894/1071] 2023 Tesla Model S  ->  0 complaints, 0 new
[895/1071] 2023 Tesla Model X  ->  0 complaints, 0 new
[896/1071] 2024 Tesla Cybertruck  ->  141 complaints, 0 new
[897/1071] 2024 Tesla Model 3  ->  191 complaints, 0 new
[898/1071] 2024 Tesla Model S  ->  0 complaints, 0 new
[899/1071] 2024 Tesla Model X  ->  0 complaints, 0 new
[900/1071] 2024 Tesla Model Y  ->  0 complaints, 0 new
[901/1071] 2003 Toyota 4Runner  ->  707 complaints, 0 new
[902/1071] 2003 Toyota Camry  ->  816 complaints, 0 new
[903/1071] 2003 Toyota Corolla  ->  767 complaints, 0 new
[904/1071] 2003 Toyota Highlander  ->  270 complaints, 0 new
[905/1071] 2003 Toyota Prius  ->  111 complaints, 0 new
[906/1071] 2003 Toyota RAV4  ->  326 complaints, 0 new
[907/1071] 2003 Toyota Sequoia  ->  682 complaints, 0 new
[908/1071] 2003 Toyota Sienna  ->  116 complaints, 0 new
[909/1071] 2003 Toyota Tacoma  ->  371 complaints, 0 new
[910/1071] 2003 Toyota Tundra  ->  411 complaints, 0 new
[911/1071] 2004 Toyota 4Runner  ->  677 complaints, 0 new
[912/1071] 2004 Toyota Camry  ->  798 complaints, 0 new
[913/1071] 2004 Toyota Corolla  ->  505 complaints, 0 new
[914/1071] 2004 Toyota Highlander  ->  285 complaints, 0 new
[915/1071] 2004 Toyota Prius  ->  610 complaints, 0 new
[916/1071] 2004 Toyota RAV4  ->  152 complaints, 0 new
[917/1071] 2004 Toyota Sequoia  ->  378 complaints, 0 new
[918/1071] 2004 Toyota Sienna  ->  2062 complaints, 0 new
[919/1071] 2004 Toyota Tacoma  ->  414 complaints, 0 new
[920/1071] 2004 Toyota Tundra  ->  465 complaints, 0 new
[921/1071] 2005 Toyota Camry  ->  721 complaints, 0 new
[922/1071] 2005 Toyota Corolla  ->  939 complaints, 0 new
[923/1071] 2005 Toyota Highlander  ->  225 complaints, 0 new
[924/1071] 2005 Toyota Prius  ->  1051 complaints, 0 new
[925/1071] 2005 Toyota RAV4  ->  141 complaints, 0 new
[926/1071] 2005 Toyota Sienna  ->  1130 complaints, 0 new
[927/1071] 2005 Toyota Tacoma  ->  706 complaints, 0 new
[928/1071] 2005 Toyota Tundra  ->  374 complaints, 0 new
[929/1071] 2006 Toyota Camry  ->  428 complaints, 0 new
[930/1071] 2006 Toyota Corolla  ->  903 complaints, 0 new
[931/1071] 2006 Toyota Highlander  ->  273 complaints, 0 new
[932/1071] 2006 Toyota Prius  ->  1439 complaints, 0 new
[933/1071] 2006 Toyota RAV4  ->  703 complaints, 0 new
[934/1071] 2006 Toyota Sienna  ->  1016 complaints, 0 new
[935/1071] 2006 Toyota Tacoma  ->  782 complaints, 0 new
[936/1071] 2006 Toyota Tundra  ->  544 complaints, 0 new
[937/1071] 2007 Toyota Camry  ->  3613 complaints, 0 new
[938/1071] 2007 Toyota Corolla  ->  882 complaints, 0 new
[939/1071] 2007 Toyota Prius  ->  2003 complaints, 0 new
[940/1071] 2007 Toyota RAV4  ->  1002 complaints, 0 new
[941/1071] 2007 Toyota Tacoma  ->  540 complaints, 0 new
[942/1071] 2008 Toyota Camry  ->  1176 complaints, 0 new
[943/1071] 2008 Toyota Corolla  ->  344 complaints, 0 new
[944/1071] 2008 Toyota Highlander  ->  403 complaints, 0 new
[945/1071] 2008 Toyota Prius  ->  1497 complaints, 0 new
[946/1071] 2008 Toyota RAV4  ->  575 complaints, 0 new
[947/1071] 2008 Toyota Tacoma  ->  444 complaints, 0 new
[948/1071] 2009 Toyota Camry  ->  1407 complaints, 0 new
[949/1071] 2009 Toyota Corolla  ->  1533 complaints, 0 new
[950/1071] 2009 Toyota Highlander  ->  134 complaints, 0 new
[951/1071] 2009 Toyota Prius  ->  501 complaints, 0 new
[952/1071] 2009 Toyota RAV4  ->  326 complaints, 0 new
[953/1071] 2009 Toyota Tacoma  ->  515 complaints, 0 new
[954/1071] 2010 Toyota Camry  ->  610 complaints, 0 new
[955/1071] 2010 Toyota Corolla  ->  1258 complaints, 0 new
[956/1071] 2012 Toyota Camry  ->  642 complaints, 0 new
[957/1071] 2012 Toyota Corolla  ->  445 complaints, 0 new
[958/1071] 2015 Toyota Camry  ->  266 complaints, 0 new
[959/1071] 2015 Toyota Corolla  ->  216 complaints, 0 new
[960/1071] 2015 Toyota RAV4  ->  300 complaints, 0 new
[961/1071] 2016 Toyota Camry  ->  180 complaints, 0 new
[962/1071] 2016 Toyota RAV4  ->  231 complaints, 0 new
[963/1071] 2017 Toyota Camry  ->  145 complaints, 0 new
[964/1071] 2017 Toyota Corolla  ->  186 complaints, 0 new
[965/1071] 2017 Toyota Highlander  ->  254 complaints, 0 new
[966/1071] 2017 Toyota RAV4  ->  300 complaints, 0 new
[967/1071] 2018 Toyota Camry  ->  708 complaints, 0 new
[968/1071] 2018 Toyota Corolla  ->  132 complaints, 0 new
[969/1071] 2018 Toyota Highlander  ->  249 complaints, 0 new
[970/1071] 2018 Toyota RAV4  ->  322 complaints, 0 new
[971/1071] 2019 Toyota Camry  ->  369 complaints, 0 new
[972/1071] 2020 Toyota 4Runner  ->  31 complaints, 0 new
[973/1071] 2020 Toyota C-HR  ->  48 complaints, 0 new
[974/1071] 2020 Toyota Camry  ->  259 complaints, 0 new
[975/1071] 2020 Toyota Corolla  ->  300 complaints, 0 new
[976/1071] 2020 Toyota Highlander  ->  282 complaints, 0 new
[977/1071] 2020 Toyota Land Cruiser  ->  0 complaints, 0 new
[978/1071] 2020 Toyota Prius  ->  14 complaints, 0 new
[979/1071] 2020 Toyota RAV4  ->  614 complaints, 0 new
[980/1071] 2020 Toyota Sequoia  ->  4 complaints, 0 new
[981/1071] 2020 Toyota Sienna  ->  35 complaints, 0 new
[982/1071] 2020 Toyota Tacoma  ->  84 complaints, 0 new
[983/1071] 2020 Toyota Tundra  ->  44 complaints, 0 new
[984/1071] 2020 Toyota Venza  ->  0 complaints, 0 new
[985/1071] 2021 Toyota 4Runner  ->  32 complaints, 0 new
[986/1071] 2021 Toyota C-HR  ->  29 complaints, 0 new
[987/1071] 2021 Toyota Camry  ->  150 complaints, 0 new
[988/1071] 2021 Toyota Corolla  ->  175 complaints, 0 new
[989/1071] 2021 Toyota Highlander  ->  438 complaints, 0 new
[990/1071] 2021 Toyota Land Cruiser  ->  1 complaints, 0 new
[991/1071] 2021 Toyota Prius  ->  6 complaints, 0 new
[992/1071] 2021 Toyota RAV4  ->  366 complaints, 0 new
[993/1071] 2021 Toyota Sequoia  ->  4 complaints, 0 new
[994/1071] 2021 Toyota Sienna  ->  0 complaints, 0 new
[995/1071] 2021 Toyota Tacoma  ->  72 complaints, 0 new
[996/1071] 2021 Toyota Tundra  ->  23 complaints, 0 new
[997/1071] 2021 Toyota Venza  ->  179 complaints, 0 new
[998/1071] 2022 Toyota 4Runner  ->  39 complaints, 0 new
[999/1071] 2022 Toyota C-HR  ->  2 complaints, 0 new
[1000/1071] 2022 Toyota Camry  ->  54 complaints, 0 new
[1001/1071] 2022 Toyota Corolla  ->  89 complaints, 0 new
[1002/1071] 2022 Toyota Corolla Cross  ->  42 complaints, 0 new
[1003/1071] 2022 Toyota GR86  ->  21 complaints, 0 new
[1004/1071] 2022 Toyota Highlander  ->  204 complaints, 0 new
[1005/1071] 2022 Toyota Prius  ->  22 complaints, 0 new
[1006/1071] 2022 Toyota RAV4  ->  124 complaints, 0 new
[1007/1071] 2022 Toyota Sequoia  ->  1 complaints, 0 new
[1008/1071] 2022 Toyota Tacoma  ->  53 complaints, 0 new
[1009/1071] 2022 Toyota Tundra  ->  403 complaints, 0 new
[1010/1071] 2022 Toyota Venza  ->  39 complaints, 0 new
[1011/1071] 2023 Toyota Camry  ->  54 complaints, 0 new
[1012/1071] 2023 Toyota Corolla  ->  71 complaints, 0 new
[1013/1071] 2023 Toyota Corolla Cross  ->  171 complaints, 0 new
[1014/1071] 2023 Toyota Crown  ->  18 complaints, 0 new
[1015/1071] 2023 Toyota GR86  ->  9 complaints, 0 new
[1016/1071] 2023 Toyota RAV4  ->  130 complaints, 0 new
[1017/1071] 2023 Toyota Tacoma  ->  46 complaints, 0 new
[1018/1071] 2023 Toyota bZ4X  ->  5 complaints, 0 new
[1019/1071] 2024 Toyota 4Runner  ->  8 complaints, 0 new
[1020/1071] 2024 Toyota Camry  ->  43 complaints, 0 new
[1021/1071] 2024 Toyota Crown  ->  13 complaints, 0 new
[1022/1071] 2024 Toyota Highlander  ->  37 complaints, 0 new
[1023/1071] 2024 Toyota RAV4  ->  154 complaints, 0 new
[1024/1071] 2024 Toyota Sienna  ->  0 complaints, 0 new
[1025/1071] 2024 Toyota Tacoma  ->  134 complaints, 0 new
[1026/1071] 2024 Toyota Tundra  ->  272 complaints, 0 new
[1027/1071] 2024 Toyota bZ4X  ->  21 complaints, 0 new
[1028/1071] 2003 Volkswagen Golf  ->  31 complaints, 0 new
[1029/1071] 2003 Volkswagen Jetta  ->  462 complaints, 0 new
[1030/1071] 2003 Volkswagen Passat  ->  641 complaints, 0 new
[1031/1071] 2004 Volkswagen Golf  ->  28 complaints, 0 new
[1032/1071] 2004 Volkswagen Jetta  ->  233 complaints, 0 new
[1033/1071] 2004 Volkswagen Passat  ->  283 complaints, 0 new
[1034/1071] 2005 Volkswagen Jetta  ->  248 complaints, 0 new
[1035/1071] 2006 Volkswagen Jetta  ->  580 complaints, 0 new
[1036/1071] 2017 Volkswagen Jetta  ->  158 complaints, 0 new
[1037/1071] 2018 Volkswagen Jetta  ->  28 complaints, 0 new
[1038/1071] 2020 Volkswagen Atlas  ->  25 complaints, 0 new
[1039/1071] 2020 Volkswagen Jetta  ->  51 complaints, 0 new
[1040/1071] 2020 Volkswagen Passat  ->  15 complaints, 0 new
[1041/1071] 2020 Volkswagen Tiguan  ->  124 complaints, 0 new
[1042/1071] 2021 Volkswagen Atlas  ->  428 complaints, 0 new
[1043/1071] 2021 Volkswagen ID.4  ->  317 complaints, 0 new
[1044/1071] 2021 Volkswagen Jetta  ->  63 complaints, 0 new
[1045/1071] 2021 Volkswagen Passat  ->  0 complaints, 0 new
[1046/1071] 2021 Volkswagen Tiguan  ->  119 complaints, 0 new
[1047/1071] 2022 Volkswagen Atlas  ->  161 complaints, 0 new
[1048/1071] 2022 Volkswagen ID.4  ->  129 complaints, 0 new
[1049/1071] 2022 Volkswagen Jetta  ->  34 complaints, 0 new
[1050/1071] 2023 Volkswagen Atlas Cross Sport  ->  16 complaints, 0 new
[1051/1071] 2023 Volkswagen ID.4  ->  430 complaints, 0 new
[1052/1071] 2023 Volkswagen Jetta  ->  40 complaints, 0 new
[1053/1071] 2023 Volkswagen Tiguan  ->  56 complaints, 0 new
[1054/1071] 2024 Volkswagen Atlas  ->  147 complaints, 0 new
[1055/1071] 2024 Volkswagen ID.4  ->  46 complaints, 0 new
[1056/1071] 2024 Volkswagen Tiguan  ->  46 complaints, 0 new
[1057/1071] 2020 Volvo XC40  ->  0 complaints, 0 new
[1058/1071] 2020 Volvo XC60  ->  0 complaints, 0 new
[1059/1071] 2020 Volvo XC90  ->  0 complaints, 0 new
[1060/1071] 2021 Volvo XC40  ->  0 complaints, 0 new
[1061/1071] 2021 Volvo XC60  ->  0 complaints, 0 new
[1062/1071] 2021 Volvo XC90  ->  0 complaints, 0 new
[1063/1071] 2022 Volvo S60  ->  0 complaints, 0 new
[1064/1071] 2022 Volvo XC40  ->  0 complaints, 0 new
[1065/1071] 2022 Volvo XC60  ->  0 complaints, 0 new
[1066/1071] 2022 Volvo XC90  ->  0 complaints, 0 new
[1067/1071] 2023 Volvo S60  ->  0 complaints, 0 new
[1068/1071] 2023 Volvo XC40  ->  0 complaints, 0 new
[1069/1071] 2024 Volvo XC40  ->  9 complaints, 0 new
[1070/1071] 2024 Volvo XC60  ->  0 complaints, 0 new
[1071/1071] 2024 Volvo XC90  ->  0 complaints, 0 new

--- Done ---------------------------
New complaint rows : 0
Total in table     : 268071
API calls (live)   : 116
API failures       : 0
Log                : C:\Users\Robert\OneDrive\Desktop\Wrench App Data\complaints_enrichment.log
